账期,账单大类,业务大类,业务小类,订单号,子订单号,下单时间,确认收货时间,商品ID,sku,商品名称,数量,单价（元）,订单实际金额（元）,退款单号,退款金额（元）,收/付渠道,业务流水号,商户订单号,打款时间,打款更新时间,备注
20260305	,货款收入	,交易货款	,五金/工具	,3271173710994865687	,3271173710994865687	,2026-03-02 16:51:20	,2026-03-05 10:26:43	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,支付宝	,2026030222001170161431368665	,T200P3271173710994865687	,2026-03-05 10:26:42	,2026-03-05 10:26:42	,	
20260319	,货款收入	,交易货款	,五金/工具	,3285591780838400164	,3285591780838400164	,2026-03-09 12:05:06	,2026-03-19 16:38:13	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,799	,	,0	,支付宝	,2026030922001188891438709580	,T200P3285591780838400164	,2026-03-19 16:38:12	,2026-03-19 16:38:12	,	
20260315	,货款收入	,交易货款	,其他	,5096750906275209633	,5096750906275209633	,2026-03-05 11:59:30	,2026-03-15 16:33:41	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,25	,25	,	,0	,聚合结算账户渠道	,4349602272202603056643558481	,	,2026-03-15 16:33:40	,2026-03-15 16:33:40	,	
20260322	,货款收入	,交易货款	,五金/工具	,2701714405037098964	,2701714405037098964	,2026-03-12 07:54:25	,2026-03-22 10:45:45	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026031223001141831408621309	,T200P2701714405037098964	,2026-03-22 10:45:44	,2026-03-22 10:45:44	,	
20260326	,货款收入	,交易货款	,五金/工具	,4502129220020010930	,4502129220020010930	,2026-03-15 09:24:13	,2026-03-26 21:39:56	,937006851899	,6182111287814|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手化工厂石油套筒无刷大扭力轮胎汽修防爆电动工具	,1	,1199	,829	,	,0	,支付宝	,2026031522001193881459446102	,T200P4502129220020010930	,2026-03-26 21:39:56	,2026-03-26 21:39:56	,	
20260311	,货款收入	,交易货款	,其他	,4502113454019006323	,4502113454019006323	,2026-03-09 20:31:08	,2026-03-11 20:22:00	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,3	,25	,75	,	,0	,支付宝	,2026030923001128431405035733	,T200P4502113454019006323	,2026-03-11 20:22:00	,2026-03-11 20:22:00	,	
20260322	,货款收入	,交易货款	,五金/工具	,4502121339038006618	,4502121339038006618	,2026-03-11 22:41:36	,2026-03-22 10:48:04	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,支付宝	,2026031122001163841403562293	,T200P4502121339038006618	,2026-03-22 10:48:04	,2026-03-22 10:48:04	,	
20260323	,货款收入	,交易货款	,五金/工具	,3289334486465953578	,3289334486465953578	,2026-03-11 16:48:13	,2026-03-23 09:41:23	,941174116084	,6181515206319|颜色分类#3B2.0A/20V 有冲击【一电标配】[EXDZ-20V/TJA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,1099	,919	,	,0	,支付宝	,2026031123001106961416271592	,T200P3289334486465953578	,2026-03-23 09:41:23	,2026-03-23 09:41:23	,	
20260323	,货款收入	,交易货款	,五金/工具	,4502123210215037123	,4502123210215037123	,2026-03-13 16:43:23	,2026-03-23 19:05:07	,941179280898	,6017078385833|颜色分类#3B4.0A/20V【俩电标配】[EXDC-20V/4.0TJB-TQ]	,天旗防爆电锤工业多功能混凝土大功率冲击钻防爆电动工具	,1	,1099	,949	,	,0	,聚合结算账户渠道	,4350602292202603130497478330	,	,2026-03-23 19:05:06	,2026-03-23 19:05:06	,	
20260316	,货款收入	,交易货款	,五金/工具	,3277600716993621457	,3277600716995621457	,2026-03-05 17:10:58	,2026-03-16 14:28:38	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,799	,	,0	,支付宝	,2026030522001198221439918186	,T200P3277600716993621457	,2026-03-16 14:28:38	,2026-03-16 14:28:38	,	
20260316	,货款收入	,交易货款	,五金/工具	,3277600716993621457	,3277600716994621457	,2026-03-05 17:10:58	,2026-03-16 14:28:38	,940688973701	,6181653378539|颜色分类#3B5.0A/20V【俩电标配】[EXDZ-20V/5.0JMB-TQ]	,天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机	,1	,1099	,879	,	,0	,支付宝	,2026030522001198221439918186	,T200P3277600716993621457	,2026-03-16 14:28:38	,2026-03-16 14:28:38	,	
20260317	,货款收入	,交易货款	,五金/工具	,3285316671575533468	,3285316671575533468	,2026-03-09 14:28:38	,2026-03-17 08:54:57	,937006851899	,6182111287813|颜色分类#3B310N 4.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手化工厂石油套筒无刷大扭力轮胎汽修防爆电动工具	,1	,1099	,809	,	,0	,支付宝	,2026030923001110841454591425	,T200P3285316671575533468	,2026-03-17 08:54:57	,2026-03-17 08:54:57	,	
20260314	,货款收入	,交易货款	,五金/工具	,5095568377102240137	,5095568377102240137	,2026-03-04 11:22:40	,2026-03-14 14:35:35	,941179280898	,6017078385833|颜色分类#3B4.0A/20V【俩电标配】[EXDC-20V/4.0TJB-TQ]	,天旗防爆电锤工业多功能混凝土大功率冲击钻防爆电动工具	,1	,1099	,949	,	,0	,支付宝	,2026030423001129601404025556	,T200P5095568377102240137	,2026-03-14 14:35:34	,2026-03-14 14:35:34	,	
20260313	,货款收入	,交易货款	,五金/工具	,5093618652448276332	,5093618652448276332	,2026-03-03 10:23:16	,2026-03-13 16:15:58	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026030322001164951423524805	,T200P5093618652448276332	,2026-03-13 16:15:57	,2026-03-13 16:15:57	,	
20260315	,货款收入	,交易货款	,五金/工具	,4502078535086002102	,4502078535086002102	,2026-03-05 14:14:15	,2026-03-15 15:47:50	,941174116084	,6181515206318|颜色分类#3B2.0A/20V 无冲击【一电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,999	,819	,	,0	,支付宝	,2026030522001156021435674989	,T200P4502078535086002102	,2026-03-15 15:47:50	,2026-03-15 15:47:50	,	
20260317	,货款收入	,交易货款	,其他	,3280099010545704276	,3280099010545704276	,2026-03-07 09:16:20	,2026-03-17 18:53:14	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,240	,120	,	,0	,支付宝	,2026030722001197801446303595	,T200P3280099010545704276	,2026-03-17 18:53:14	,2026-03-17 18:53:14	,	
20260303	,货款收入	,交易货款	,五金/工具	,5084247782418456625	,5084247782418456625	,2026-02-26 07:44:15	,2026-03-03 22:18:39	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,799	,	,0	,支付宝	,2026022623001114851454400496	,T200P5084247782418456625	,2026-03-03 22:18:38	,2026-03-03 22:18:38	,	
20260326	,货款收入	,交易货款	,五金/工具	,2701723119036015390	,2701723119036015390	,2026-03-15 16:14:00	,2026-03-26 21:35:45	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026031522001182261406039482	,T200P2701723119036015390	,2026-03-26 21:35:45	,2026-03-26 21:35:45	,	
20260316	,货款收入	,交易货款	,五金/工具	,3278454495855630297	,3278454495855630297	,2026-03-06 12:33:49	,2026-03-16 14:38:58	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,聚合结算账户渠道	,4308602468202603066529987899	,	,2026-03-16 14:38:57	,2026-03-16 14:38:57	,	
20260321	,货款收入	,交易货款	,五金/工具	,4502113203140001320	,4502113203140001320	,2026-03-11 10:23:04	,2026-03-21 15:59:13	,940688973701	,6181653378539|颜色分类#3B5.0A/20V【俩电标配】[EXDZ-20V/5.0JMB-TQ]	,天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机	,4	,1099	,3546	,	,0	,支付宝	,2026031123001149531412296927	,T200P4502113203140001320	,2026-03-21 15:59:12	,2026-03-21 15:59:12	,	
20260320	,货款收入	,交易货款	,五金/工具	,2701743708034027880	,2701743708034027880	,2026-03-17 10:03:09	,2026-03-20 19:08:11	,965517205874	,6042710468094|颜色分类#3B310N 5.0A/20V 【俩电标配+22*60防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1279	,859	,	,0	,支付宝	,2026031722001191371436197570	,T200P2701743708034027880	,2026-03-20 19:08:11	,2026-03-20 19:08:11	,	
20260307	,货款收入	,交易货款	,五金/工具	,3270288468429266356	,3270288468429266356	,2026-03-01 21:09:50	,2026-03-07 09:21:36	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026030122001177021417003369	,T200P3270288468429266356	,2026-03-07 09:21:35	,2026-03-07 09:21:35	,	
20260308	,货款收入	,交易货款	,五金/工具	,3261138672032247182	,3261138672032247182	,2026-02-25 13:09:07	,2026-03-08 11:24:49	,1017707814507	,6192729223082|颜色分类#3B防爆无线鼠标 2.4G	,天旗防爆无线鼠标高校机房办公专用鼠标手感舒适蓝牙连接实验室	,2	,249	,330	,	,0	,支付宝	,2026022522001186791425292297	,T200P3261138672032247182	,2026-03-08 11:24:49	,2026-03-08 11:24:49	,	
20260320	,货款收入	,交易货款	,五金/工具	,3285355695317837085	,3285355695317837085	,2026-03-09 14:52:18	,2026-03-20 10:42:48	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026030922001169421447794926	,T200P3285355695317837085	,2026-03-20 10:42:47	,2026-03-20 10:42:47	,	
20260308	,货款收入	,交易货款	,五金/工具	,5083848721562094822	,5083848721562094822	,2026-02-25 17:30:28	,2026-03-08 15:14:56	,965517205874	,6016029152233|颜色分类#3B310N 4.0A/20V 【俩电标配】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,999	,780	,	,0	,聚合结算账户渠道	,4338802267202602253717438885	,	,2026-03-08 15:14:56	,2026-03-08 15:14:56	,	
20260329	,货款收入	,交易货款	,五金/工具	,2701754400063014763	,2701754400063014763	,2026-03-19 12:45:43	,2026-03-29 16:03:42	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,2	,1099	,1560	,	,0	,支付宝	,2026031922001178851440915678	,T200P2701754400063014763	,2026-03-29 16:03:42	,2026-03-29 16:03:42	,	
20260331	,货款收入	,交易货款	,五金/工具	,2701771320013124151	,2701771320013124151	,2026-03-20 13:53:00	,2026-03-31 21:59:44	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,1089	,	,0	,支付宝	,2026032023001133231457940604	,T200P2701771320013124151	,2026-03-31 21:59:43	,2026-03-31 21:59:43	,	
20260315	,货款收入	,交易货款	,五金/工具	,5096336618774694940	,5096336618774694940	,2026-03-04 23:25:52	,2026-03-15 15:46:44	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,799	,	,0	,聚合结算账户渠道	,4310402260202603048729778074	,	,2026-03-15 15:46:43	,2026-03-15 15:46:43	,	
20260327	,货款收入	,交易货款	,其他	,2701721208008175266	,2701721208008175266	,2026-03-14 19:16:22	,2026-03-27 14:08:01	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,2	,95	,190	,	,0	,支付宝	,2026031423001103121427294514	,T200P2701721208008175266	,2026-03-27 14:08:00	,2026-03-27 14:08:00	,	
20260322	,货款收入	,交易货款	,五金/工具	,3288692352196148691	,3288692352196148691	,2026-03-10 23:11:14	,2026-03-22 08:57:22	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,839	,	,0	,支付宝	,2026031022001177111417417821	,T200P3288692352196148691	,2026-03-22 08:57:22	,2026-03-22 08:57:22	,	
20260308	,货款收入	,交易货款	,五金/工具	,3276016680199704276	,3276016680199704276	,2026-03-04 19:50:46	,2026-03-08 18:13:18	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026030422001197801437121737	,T200P3276016680199704276	,2026-03-08 18:13:18	,2026-03-08 18:13:18	,	
20260327	,货款收入	,交易货款	,其他	,2701713469072049384	,2701713469072049384	,2026-03-13 18:34:53	,2026-03-27 14:34:22	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,35	,35	,	,0	,聚合结算账户渠道	,4346502271202603132211787672	,	,2026-03-27 14:34:21	,2026-03-27 14:34:21	,	
20260331	,货款收入	,交易货款	,五金/工具	,2701772367192001178	,2701772367192001178	,2026-03-24 17:40:03	,2026-03-31 12:19:49	,941174116084	,6181515206321|颜色分类#3B2.0A/20V 有冲击【俩电套装】[EXDZ-20V/TJA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,2	,1299	,2238	,	,0	,支付宝	,2026032423001107951419189601	,T200P2701772367192001178	,2026-03-31 12:19:48	,2026-03-31 12:19:48	,	
20260316	,货款收入	,交易货款	,五金/工具	,4502120437228023137	,4502120437228023137	,2026-03-13 16:21:18	,2026-03-16 09:41:18	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,799	,	,0	,聚合结算账户渠道	,4325602463202603133975457238	,	,2026-03-16 09:41:17	,2026-03-16 09:41:17	,	
20260318	,货款收入	,交易货款	,其他	,5098364749832209633	,5098364749832209633	,2026-03-06 11:54:19	,2026-03-18 05:19:38	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,180	,180	,	,0	,聚合结算账户渠道	,4303602273202603060926913153	,	,2026-03-18 05:19:37	,2026-03-18 05:19:37	,	
20260328	,货款收入	,交易货款	,五金/工具	,2701766895127017971	,2701766895127017971	,2026-03-23 15:42:25	,2026-03-28 19:08:15	,940688973701	,6181653378539|颜色分类#3B5.0A/20V【俩电标配】[EXDZ-20V/5.0JMB-TQ]	,天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机	,8	,1099	,7032	,	,0	,支付宝	,2026032322001173251431193497	,T200P2701766895127017971	,2026-03-28 19:08:15	,2026-03-28 19:08:15	,	
20260313	,货款收入	,交易货款	,五金/工具	,3287111736095664178	,3287111736095664178	,2026-03-10 09:25:35	,2026-03-13 07:41:07	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,2	,1199	,1708	,	,0	,支付宝	,2026031023001116431404405891	,T200P3287111736095664178	,2026-03-13 07:41:06	,2026-03-13 07:41:06	,	
20260320	,货款收入	,交易货款	,其他	,3285807099707837085	,3285807099707837085	,2026-03-09 18:42:22	,2026-03-20 10:42:48	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,35	,35	,	,0	,支付宝	,2026030922001169421452047967	,T200P3285807099707837085	,2026-03-20 10:42:47	,2026-03-20 10:42:47	,	
20260314	,货款收入	,交易货款	,五金/工具	,3273777948464457585	,3273777948464457585	,2026-03-03 17:33:31	,2026-03-14 11:19:58	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,支付宝	,2026030322001196811438500895	,T200P3273777948464457585	,2026-03-14 11:19:58	,2026-03-14 11:19:58	,	
20260306	,货款收入	,交易货款	,五金/工具	,5078319696920490047	,5078319696920490047	,2026-02-22 08:35:25	,2026-03-06 12:05:12	,941174116084	,6181515206318|颜色分类#3B2.0A/20V 无冲击【一电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,3	,999	,2457	,	,0	,支付宝	,2026022223001148611423847464	,T200P5078319696920490047	,2026-03-06 12:05:11	,2026-03-06 12:05:11	,	
20260320	,货款收入	,交易货款	,五金/工具	,3285826034151251684	,3285826034151251684	,2026-03-09 18:41:57	,2026-03-20 10:23:50	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026030923001140951445544743	,T200P3285826034151251684	,2026-03-20 10:23:49	,2026-03-20 10:23:49	,	
20260315	,货款收入	,交易货款	,五金/工具	,3275903463740133259	,3275903463740133259	,2026-03-05 04:04:25	,2026-03-15 15:47:21	,965517205874	,6016029152235|颜色分类#3B310N 4.0A/20V 【俩电标配+22*42防爆套筒】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,829	,	,0	,支付宝	,2026030523001110121452827867	,T200P3275903463740133259	,2026-03-15 15:47:20	,2026-03-15 15:47:20	,	
20260309	,货款收入	,交易货款	,五金/工具	,3261187742224717776	,3261187742224717776	,2026-02-25 18:18:17	,2026-03-06 06:57:54	,965517205874	,6016029152233|颜色分类#3B310N 4.0A/20V 【俩电标配】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,999	,0	,256378371537717677	,760	,聚合结算账户渠道	,4344302590202602257270143497	,	,2026-03-09 17:09:26	,2026-03-09 17:09:26	,	
20260310	,货款收入	,交易货款	,五金/工具	,3275402199017090990	,3275402199017090990	,2026-03-04 19:25:37	,2026-03-10 21:48:38	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,聚合结算账户渠道	,4337002242202603041124501344	,	,2026-03-10 21:48:37	,2026-03-10 21:48:37	,	
20260328	,货款收入	,交易货款	,五金/工具	,2701738454019074861	,2701738454019074861	,2026-03-17 09:07:22	,2026-03-28 09:13:01	,941174116084	,6181515206318|颜色分类#3B2.0A/20V 无冲击【一电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,999	,809	,	,0	,支付宝	,2026031722001176841423306913	,T200P2701738454019074861	,2026-03-28 09:13:00	,2026-03-28 09:13:00	,	
20260321	,货款收入	,交易货款	,五金/工具	,2701746915009275071	,2701746915009275071	,2026-03-16 13:51:40	,2026-03-21 08:15:47	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,支付宝	,2026031623001104211445383623	,T200P2701746915009275071	,2026-03-21 08:15:47	,2026-03-21 08:15:47	,	
20260321	,货款收入	,交易货款	,其他	,4502115255156038147	,4502115255156038147	,2026-03-11 14:52:05	,2026-03-21 15:59:11	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,138	,138	,	,0	,聚合结算账户渠道	,4326502582202603115533907933	,	,2026-03-21 15:59:11	,2026-03-21 15:59:11	,	
20260326	,货款收入	,交易货款	,五金/工具	,4502138725021010930	,4502138725021010930	,2026-03-15 08:59:17	,2026-03-26 21:39:55	,941174116084	,6181515206318|颜色分类#3B2.0A/20V 无冲击【一电标配】[EXDZ-20V/TCA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,999	,819	,	,0	,支付宝	,2026031522001193881458833115	,T200P4502138725021010930	,2026-03-26 21:39:55	,2026-03-26 21:39:55	,	
20260328	,货款收入	,交易货款	,五金/工具	,2701758219022005581	,2701758219022005581	,2026-03-18 00:10:54	,2026-03-28 15:35:43	,965517205874	,6016029152234|颜色分类#3B310N 5.0A/20V 【俩电标配】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,10	,1099	,7800	,	,0	,支付宝	,2026031822001178851433753053	,T200P2701758219022005581	,2026-03-28 15:35:43	,2026-03-28 15:35:43	,	
20260323	,货款收入	,交易货款	,五金/工具	,3289146564209585599	,3289146564209585599	,2026-03-11 11:02:46	,2026-03-23 09:44:27	,969718512269	,6015750557573|颜色分类#3B防爆相机基础款[EXSY-2000-P1-TQ]	,天旗 防爆数码相机工业4K高清防抖录像摄影连拍高像素防爆照相机	,1	,999	,799	,	,0	,聚合结算账户渠道	,4347902281202603110002258093	,	,2026-03-23 09:44:27	,2026-03-23 09:44:27	,	
20260330	,货款收入	,交易货款	,五金/工具	,2701717681038009190	,2701717681038009190	,2026-03-12 14:37:30	,2026-03-30 09:36:42	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849	,	,0	,支付宝	,2026031222001172751407573645	,T200P2701717681038009190	,2026-03-30 09:36:42	,2026-03-30 09:36:42	,	
20260322	,货款收入	,交易货款	,五金/工具	,2701753680068018698	,2701753680068018698	,2026-03-19 10:38:35	,2026-03-22 22:19:20	,965517205874	,6042710468094|颜色分类#3B310N 5.0A/20V 【俩电标配+22*60防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1279	,859	,	,0	,支付宝	,2026031922001191371442769858	,T200P2701753680068018698	,2026-03-22 22:19:19	,2026-03-22 22:19:19	,	
20260301	,货款收入	,交易货款	,五金/工具	,5084773057838790641	,5084773057838790641	,2026-02-26 10:50:43	,2026-03-01 08:39:58	,965517205874	,6016029152235|颜色分类#3B310N 4.0A/20V 【俩电标配+22*43防爆套筒】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1099	,829	,	,0	,支付宝	,2026022622001173921436649863	,T200P5084773057838790641	,2026-03-01 08:39:57	,2026-03-01 08:39:05	,	
20260308	,货款收入	,交易货款	,五金/工具	,5088139706916633126	,5088139706916633126	,2026-02-28 11:13:38	,2026-03-08 09:37:13	,965517205874	,6016029152231|颜色分类#3B1300N 6A/21V【俩电标配+22*60防爆套筒】[YPEX-DBS/130CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,3699	,3259	,	,0	,支付宝	,2026022822001196441410792920	,T200P5088139706916633126	,2026-03-08 09:37:12	,2026-03-08 09:37:12	,	
20260330	,货款收入	,交易货款	,五金/工具	,4502194923014004409	,4502194923014004409	,2026-03-20 12:07:57	,2026-03-30 12:41:55	,941174116084	,6181515206321|颜色分类#3B2.0A/20V 有冲击【俩电标配】[EXDZ-20V/TJA-TQ]	,天旗防爆手电钻工业手持无刷锂电化工厂冲击钻防爆电动工具	,1	,1299	,1289	,	,0	,支付宝	,2026032023001151151421930384	,T200P4502194923014004409	,2026-03-30 12:41:55	,2026-03-30 12:41:55	,	
20260319	,货款收入	,交易货款	,其他	,4502109960083002336	,4502109960083002336	,2026-03-09 12:00:15	,2026-03-19 16:45:08	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,85	,25	,	,0	,支付宝	,2026030922001186801443900672	,T200P4502109960083002336	,2026-03-19 16:45:07	,2026-03-19 16:45:07	,	
20260306	,货款收入	,交易货款	,五金/工具	,3261187742224717776	,3261187742224717776	,2026-02-25 18:18:17	,2026-03-06 06:57:54	,965517205874	,6016029152233|颜色分类#3B310N 4.0A/20V 【俩电标配】[YPEX-DBS/4.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,999	,760	,	,0	,聚合结算账户渠道	,4344302590202602257270143497	,	,2026-03-06 06:57:54	,2026-03-06 06:57:54	,	
20260327	,货款收入	,交易货款	,其他	,4502129115014024837	,4502129115014043201	,2026-03-14 17:55:23	,2026-03-27 14:14:26	,884576851638	,	,补差价链接【与客服沟通拍下，单排不发货】	,1	,35	,34.72	,	,0	,支付宝	,2026031422001157431426076541	,T200P4502129115014024837	,2026-03-27 14:14:26	,2026-03-27 14:14:26	,	
20260327	,货款收入	,交易货款	,五金/工具	,4502129115014024837	,4502129115014034019	,2026-03-14 17:55:23	,2026-03-27 14:14:26	,965517205874	,6016029152228|颜色分类#3B310N 5.0A/20V【俩电标配+22*42防爆套筒】[YPEX-DBS/5.0CGB-TQ]	,天旗防爆电动扳手套筒无刷大扭力轮胎汽修防爆冲击扳手	,1	,1199	,849.28	,	,0	,支付宝	,2026031422001157431426076541	,T200P4502129115014024837	,2026-03-27 14:14:26	,2026-03-27 14:14:26	,	
